text,timestamp,like_count,sentiment,vaderSentiment,naiveBayesSentiment,svmSentiment,logisticRegressionSentiment
anne bayon yes ate anne yan yun kinukutya nila anti na my utak hindi litaw isip😂 siraan man nila si bbm still marami my gusto..bbm,2021-12-07 00:00:00,,,positive,neut,neut,neut
"mona bayon truei know , im following his activities",2021-12-07 00:00:00,,,neutral,neut,neut,neut
you nailed it as always,2021-12-07 00:00:00,,,neutral,neut,neut,neut
congrats sir ferdinand!,2021-12-07 00:00:00,,,positive,neut,neut,neut
congratulations you did very well apo bongbong!,2021-12-07 00:00:00,,,positive,neut,neut,neut
"yes sir!! good job po, future president!! kudos to smni news for their amazing presidential debate last night. and also to all the panelists, napakaganda ng mga tanong at pagdeliver.",2021-12-07 00:00:00,,,positive,pos,pos,pos
bbm u are the best!congratula tions! we love youu ongkong,2021-12-07 00:00:00,,,positive,neut,pos,neut
congrats and keep safe po may future president bbm,2021-12-07 00:00:00,,,positive,neut,neut,neut
i am proud of you bbm you are the best,2021-12-07 00:00:00,,,positive,pos,pos,pos
so smart bbm. praying for you.,2021-12-07 00:00:00,,,positive,neut,neut,neut
my president bilang isang ofw sana mayroon din kaung mas pinagandang plataporma para sa mga katulad namin,2021-12-07 00:00:00,,,neutral,neg,neut,neut
congrats sir bong bong.soon to be president,2021-12-07 00:00:00,,,positive,neut,neut,neut
may the leading of the godsholy spirit always be w you to guide protect you..our future president in 2022bbmarcos.,2021-12-07 00:00:00,,,positive,neut,neut,neut
",pag kayo po naging pangulo sana maisama sa gagawin niyong pag angat s kahirapan mga taong nasa kalye na ginagawa ng bahay ang side walk,park, overpass,etc s buong bansa, ,",2021-12-07 00:00:00,,,negative,neg,neut,neut
ni el ni el syempre hindi yan magagawa dahil pangunahing gagawin ay magnakaw sa kaban ng bayan,2021-12-07 00:00:00,,,neutral,neg,neut,neut
i hold an ma in ed fr teachers college. columbia univ. msy i send you an opiniom paper on how to improve the quality of our education?,2021-12-07 00:00:00,,,positive,neut,neut,neut
mabuhay our future leader bongbongsara unstoppable mabuhay uniteam,2021-12-07 00:00:00,,,negative,pos,neut,neut
congratulations mr.marcos 😍,2021-12-07 00:00:00,,,positive,neut,neut,neut
bbm solid you're the bestcongrats to our soon president..pray ing for your gudluck sir,2021-12-07 00:00:00,,,positive,neut,neut,neut
"yes, congratulations bbm you really did well",2021-12-07 00:00:00,,,positive,neut,neut,neut
congratulation sir bbm ingat po kayo plagi,2021-12-07 00:00:00,,,positive,neut,neut,neut
proud of you future beloved president.,2021-12-07 00:00:00,,,positive,pos,pos,neut
""" you're absolutely correct"" congratulations po future president marcos!",2021-12-07 00:00:00,,,positive,neut,neut,neut
we love you bbm godbless po always take care!!,2021-12-07 00:00:00,,,positive,pos,pos,neut
yan ang bbm nmin my malasakit sa bayan.,2021-12-07 00:00:00,,,neutral,neut,neut,neut
were so proud of you bbm your really our president for 2022 solid po kami,2021-12-07 00:00:00,,,positive,pos,pos,neut
brilliant and rising up and shine the next president of the philippines bbm.,2021-12-07 00:00:00,,,positive,neut,neut,neut
"your the true leader , love watching you",2021-12-07 00:00:00,,,positive,pos,pos,neut
"ang galing mo mr president, just stay humble, and we will continue supporting you.",2021-12-07 00:00:00,,,positive,pos,neut,neut
we are really proud of you my president,2021-12-07 00:00:00,,,positive,pos,pos,pos
"sir bbm pls watch smni night lune news feb 17, 2022 re bri, build back better, quad and aukus as explained by atty. arnedo valera an international lawyer. this might be touched by prof carlos in your next debate. goodluck. fyi. god bless my president.",2021-12-07 00:00:00,,,positive,neut,pos,neut
the best! for the win !,2021-12-07 00:00:00,,,positive,neut,neut,neut
round 2 please..congr ats to smni panelists..goo d job..,2021-12-07 00:00:00,,,neutral,neut,neut,neut
"""ang humihingi ng advance question na candidato mga bobo yan"" prof. clarita carlos da best kudos our next president ferdinand romualdez marcos jr. god bless philippines",2021-12-07 00:00:00,,,positive,pos,pos,neut
the best debate ever!,2021-12-07 00:00:00,,,positive,neut,neut,neut
"good job sir bongbong marcos.. congratulations .. hindi ka na rin utal utal magsalita gaya ng batikos sa'yo ng karamihan at napansin ko rin na ganon ka nga noon sa mga una mong interviews pero nasasaktan kami sa tuwing naririnig namin yong mga ganong batikos.. tinapos ko talaga ang buong session.. again, congratulations .. lahat ng bagay pweding mabago basta gugustohin at determinado.. thank you sir.. salute.. god bless philippines..",2021-12-07 00:00:00,,,positive,pos,neut,neut
"very intelligent, brilliant answers yan ang dapat namumo sa bansang pilipinasgod bless bbm",2021-12-07 00:00:00,,,positive,neut,neut,neut
you gave the best answer among them all our president. 2nd abella 3.gonzales 4.ka leody row 4 bagsak leni pacman lacson isko,2021-12-07 00:00:00,,,positive,neut,neut,neut
im proud of you bbm my president.,2021-12-07 00:00:00,,,positive,neut,pos,pos
bbm congratulations po mabuhay po kyo !,2021-12-07 00:00:00,,,negative,neg,neut,neut
congratulations po!,2021-12-07 00:00:00,,,positive,pos,neut,neut
"god bless you our future president, lahat ng ofw inabangan ang debate marcos idi, ita ken agnanayun.",2021-12-07 00:00:00,,,positive,pos,neut,neut
congratulations po sir president bbm you have proven your worth to be voted by the majority of voters,2021-12-07 00:00:00,,,positive,neut,neut,neut
we love you bbm our next president,2021-12-07 00:00:00,,,positive,neut,pos,neut
so proud of this presidential debate hindi describe in one word tas 2 words pa sagot.,2021-12-07 00:00:00,,,positive,neut,neut,neut
salute for an outstanding performance on an intellectually charged debate. though hoping that you would reconsider to adopt a multi party style parliamentary system rather than the twoparty system. kudos for answering those hard questions dead on!,2021-12-07 00:00:00,,,positive,pos,neut,neut
i am so proud of you mr.bongbong marcos,2021-12-07 00:00:00,,,positive,pos,pos,pos
bbm is the smartest second is abela.kulelat sa sagot ung isang npa.,2021-12-07 00:00:00,,,positive,neut,neut,neut
"ang intense ng mga tanong, specially dr. carlos pero ang galing nio parin pong sumagot",2021-12-07 00:00:00,,,positive,neg,neut,neut
"very very proud of you pops, you never fail to amaze us with your brilliance.. gusto ko yung debate nyo ni prof carlos",2021-12-07 00:00:00,,,positive,neut,neut,neut
i am so proud of you 2022,2021-12-07 00:00:00,,,positive,pos,pos,neut
marcos parin..he is the greatest president of all time.,2021-12-07 00:00:00,,,positive,neg,pos,neut
congratulations uniteam bbmsara,2021-12-07 00:00:00,,,positive,neut,neut,neut
goo my president! god is your strength!,2021-12-07 00:00:00,,,positive,neut,neut,neut
congats bbm. sana po pag naupo na kayo bilang pangulo ay kunin nyo bilang cabinet members sila sir gonzales at sir abella. dahil nasa puso din po nila ang makatulong sa bayan at maganda din ang mga sagot nila.,2021-12-07 00:00:00,,,negative,neut,neut,neut
proud of you sir bongbong marcos..,2021-12-07 00:00:00,,,positive,pos,pos,neut
hello po sir bbm ingat po kayo lagi and alagaan niyo po sarili niyo lalo napo si sandro hahaha mahal na mahal po namin kayo! god bless my future president!,2021-12-07 00:00:00,,,negative,pos,neut,neut
bbm lmg sakalam khit s ice 😂😂,2021-12-07 00:00:00,,,neutral,neut,neut,neut
the great president 2022 bbm bbm bbm,2021-12-07 00:00:00,,,positive,neut,neut,neut
you did fantastic job my president! we love you,2021-12-07 00:00:00,,,positive,pos,pos,pos
congratulations,2021-12-07 00:00:00,,,positive,neut,neut,neut
good job kuya president bbm god bless mabuhay ka ang galing mo talaga,2021-12-07 00:00:00,,,positive,pos,pos,pos
galing nga po nalaman ntin n bagsak tlaga.ang bansa kailangan pagbbgo at makaisa ng maiag ptuloy nyaa ang pagbagon ng pilipinas,2021-12-07 00:00:00,,,negative,neg,neut,neut
hello cousin same family name,2021-12-07 00:00:00,,,neutral,pos,neut,neut
we will get through.. in spite of the hatred of the pinks..,2021-12-07 00:00:00,,,negative,neg,neut,neut
"kahit ano pong paninira sa inyo, solid marcos pa rin pagpalain pa po kayo ng amang makapangyarihan sa lahat",2021-12-07 00:00:00,,,negative,neg,neut,neut
bbm is ready for presidency..th e rest runner ups..the debate is a sign of a classic unification for our country..gal ing sumagot ni bbm mana sa tatay..,2021-12-07 00:00:00,,,positive,neut,neut,neut
"you did well, bbm! we're proud of you! there is nothing that can changed my choice, my family's choice!",2021-12-07 00:00:00,,,positive,neg,neut,neut
it was a good fight sir!,2021-12-07 00:00:00,,,positive,pos,pos,pos
the best among the best,2021-12-07 00:00:00,,,positive,pos,neut,neut
sama sama tayong babangon muli tiilocano,2021-12-07 00:00:00,,,neutral,neut,neut,neut
we will be in good hands in any of the marcoses generation.,2021-12-07 00:00:00,,,positive,pos,pos,neut
kudos you nailed it,2021-12-07 00:00:00,,,positive,pos,neut,neut
"mao ni sakto nga ""debate"" babe. dili pareha atong isa murag ""game show talk show""",2021-12-07 00:00:00,,,neutral,pos,neut,neut
princess aline nonieh zorayda casinabe improso korek! dapat lng sab nga wla gi tunga c bbm ato oi. way pulos toa😂 na excite ko sa feb 27 kang mama len. may lng unta og mag inom daan sa tambal ayha mag debate babe😂,2021-12-07 00:00:00,,,positive,neut,neut,neut
congratulations my president bbm,2021-12-07 00:00:00,,,positive,neut,neut,neut
super impressive and brainless po kyo sir i admire u so much dor being a good and wise man and support u po sir marcos ang gling galing nyo po hangang hnga ako sa tgalay nong talino wla apo akong msbi 😍😍godbless po,2021-12-07 00:00:00,,,positive,pos,pos,neut
i think you did extremely well mr bbm..mayor inday next..,2021-12-07 00:00:00,,,positive,neut,neut,neut
apo bongbong marcos ang aking presidente sana po gawin nyo 1 rate na lang ang minimum wage sa buong bansa wala ng provincial rate para hindi na pumunta sa maynila ang mga taga probinsya para magtrabaho dahil mas mataas ang sahod kaya lang madami ang kokontra mga mayari ng negosyo na nakaupo sa gobyerno o pribado man na nakikinabang sila lang yumayaman lalo lang lumalaki ang agwat ng mahihirap sa mayaman pati po endo ay wakasan na kumikita lang ang mga agency sana ito po maging legacy nyo sa mga manggagawa na mas madami kesa sa mga guro tulad ng 13th monthpay ni apo makoy.. salamat po,2021-12-07 00:00:00,,,negative,neg,neut,neut
ang ganda po ng debate kagabi..1st tym ng history yata yung ganung debate?may respito sa kapwa kandidato..than ks smni magaganda mga tanong nyo very intelligent sila lahat. nag top 1 c bbm namin sa klase sayang nag absent yung iba 2022,2021-12-07 00:00:00,,,negative,neg,neut,neut
"what you showed in the debate last night was impressive. congratulations , president bongbong marcos!",2021-12-07 00:00:00,,,positive,pos,pos,neut
congrats smni.. congrats panelists.. congrats bbm..,2021-12-07 00:00:00,,,positive,neut,neut,neut
so proud of you popss,2021-12-07 00:00:00,,,positive,pos,pos,pos
we love you pops yung mga kaklase mong absent kasi may thesis defense kayo hays hahahahahahahah a.. im so proud of you,2021-12-07 00:00:00,,,positive,pos,pos,pos
proud salute to our future president bbm vp sarah uniteam,2021-12-07 00:00:00,,,positive,pos,pos,neut
galing ninyo po sir sumagot sa lahat ng mga tanung. god bless you sir. ingat ka po parti.,2021-12-07 00:00:00,,,negative,pos,neut,neut
you are the best among the rest!,2021-12-07 00:00:00,,,positive,pos,neut,neut
when you will be proclaim as pres. in the phil..please take prof. carlita carlos as one of your cabinet adviser.,2021-12-07 00:00:00,,,neutral,neut,neut,neut
congratulations my pbbm,2021-12-07 00:00:00,,,positive,neut,neut,neut
"congratulations sir bbm, the best ka pay laeng kanyami nga ilocano, mabuhay apo",2021-12-07 00:00:00,,,positive,neut,neut,neut
the future president.god bless always apo bong bong!!,2021-12-07 00:00:00,,,positive,pos,neut,neut
godbless you po future president of the philippines . we love you bbm,2021-12-07 00:00:00,,,positive,pos,neut,neut
you did a good job my presidentcongratulations,2021-12-07 00:00:00,,,positive,pos,pos,pos
"ang galing nyo pong sumagot sir, very consistent at concise. congratulations .",2021-12-07 00:00:00,,,positive,neut,neut,neut
we are so proud of you our future president of the philippines 2022,2021-12-07 00:00:00,,,positive,pos,pos,neut
napakabrillian t talaga. bbm definitely knows his stuff and he can easily pull it off when confronted with a situation.,2021-12-07 00:00:00,,,positive,neg,neut,neut
"sir bbm, sana po pag naka upo na po sa malakanyang.. ibalik po ang kadiwa store sa bawat barangay para mabili muli ng murang bigas, asukal, de lata at noodles..",2021-12-07 00:00:00,,,negative,neg,neut,neut
"obet sison sure po un ibbalik lahat un number one may magandang kalooban lalo na sa mahhirap po hnd sa sakim ang mga marcos..kumpara sa mga nakaraan,,sa mga namuno wlng ginhawa ang buhay,,nagbago lng nasimulan ng du30 administration, ,kaya ngaun na ang panahon mabago ang lahat,,bbm for president 2022 wla ng mabbago",2021-12-07 00:00:00,,,negative,neg,neut,neut
obet sison matutupad yan pati kuryente at tubig mabuti nga sa lugar nila ni marcos ng may windwill 50 pesos lang ang binbayaran may tv na at ref. pa.,2021-12-07 00:00:00,,,neutral,neg,neut,neut
"so proud of you, my president!",2021-12-07 00:00:00,,,positive,pos,pos,pos
"congrats to bbm.. you definitely slayed the debatearticula te, fine gent with a brillant mind!..kudos",2021-12-07 00:00:00,,,positive,neut,neut,neut
congrats sir bbm our future president 😍 malayo man po ako lagi pa rin nakasubay2 sa ano mang ganap nyo po dyan sa pinas you will always have my support and the entire ofw.. god bless and keep safe mr.president watching from sg ang pilipinas ang pilipino t2022,2021-12-07 00:00:00,,,positive,pos,neut,neut
