text,created_at,like_count,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
look vice president leni robredo running mate senator kiko pangilinan arrived roxas city meet supporter local leader northern panay capiz leni john patrick jaen,2022-02-15 01:04:05,945,,,,,,
look supporter vp leni robredo gathered outside airport roxas city capiz waiting arrival according capiz robredo scheduled arrival 7 yet arrive posting via john patrick jaen,2022-02-15 00:08:00,3369,,,,,,
bbm really homework one mentioned code conduct asean negotiating china collective body bad lenilutang isnt,2022-02-15 12:27:41,488,,,,,,
look presidential aspirant bongbong marcos delivers introductory speech smnis presidential debate stressed need strengthen agriculture tourism industry follow thread marcos speech answer via,2022-02-15 11:47:07,218,,,,,,
presidential aspirant bongbong marcos push advocacy unity closing statement smnis presidential debate,2022-02-15 15:33:37,228,,,,,,
vp leni supporter pwd aklan ctto kirsteen mureen panado,2022-02-15 16:25:34,1978,,,,,,
shy leni supporter member opposition face threat harassment every day side one day marcos loyalist stabbed someone quezon city dd threatened leni volunteer davao thickness face,2022-02-15 03:33:21,961,,,,,,
presidential candidate ka leody de guzman opposed statement presidential candidate bongbong marcos jr use weapon rebel ideological according de guzman result capitalist exploitation social injustice,2022-02-15 22:30:00,177,,,,,,
ati community boracay island hears mass ahead arrival vice president presidential bet leni robredo today,2022-02-15 23:34:07,928,,,,,,
watch leading presidential aspirant attendance smni presidential debate,2022-02-15 15:52:25,531,,,,,,
dont like vp leni dont want admit presidential candidate 2022 one completed project luzon mindanao mandate short budget passed candidate say,2022-02-15 15:52:19,4424,,,,,,
forever valentine leni robredo always heart,2022-02-15 12:48:16,1286,,,,,,
agree ka leody marcos 2022,2022-02-15 12:57:25,185,,,,,,
thank kakalam roxas city camper,2022-02-15 04:43:10,2117,,,,,,
presidential candidate former senator said committing presidential forum debate schedule permit read,2022-02-15 05:05:00,228,,,,,,
two thing stand socalled debate unbearable emptiness bongbong marcos hard truth coming ka leody de guzman,2022-02-15 13:51:05,9517,,,,,,
make proud loyalist watch debate really see bongbong marcos jr shine smni debate foreign policy economic solution match need filipino goosebump bongbong marcos answer,2022-02-15 13:50:53,1037,,,,,,
ever heard political jingle becoming 1 song country well kay leni tayo congrats team endearing music,2022-02-15 06:59:33,5824,,,,,,
marcos jr said ntfelcac effective must maintained redtagging criminal lorraine badoy laughed ka leodys answer npa jeffrey celiz clapped marcos jr affirmation ntfelcac agree commit bloody sunday,2022-02-15 13:58:58,546,,,,,,
ka leodys opponent debate satan medium network international monster defense secretary gloria arroyo former spokesperson rodrigo duterte daughter ferdinand marcos three symbol three demonic family country politics,2022-02-15 10:59:28,1212,,,,,,
sister claiming shes propinas said relationship daughter say honest also said 90 patient bbm he probably cagayan youre half shunga fool family first lol,2022-02-15 02:43:35,3072,,,,,,
smni host call presidential candidate bongbong marcos economist 2015 statement marcos admitted able complete postgraduate study wharton business school elected vice governor ilocos norte return home,2022-02-15 11:00:32,4556,,,,,,
emotional video idk tbh personally get offended people say he floating stupid true look answer damn people much hate woman shes president need,2022-02-15 15:35:10,971,,,,,,
ka leody isnt running marcos he running cause please really hoped hed tear marcos shred time communicated platform well audience already deadset start exceeded expectation,2022-02-15 15:10:09,179,,,,,,
sarcastic thing said stupid stupid stupid else asking bear treated like problem see countryman going intense resentment feel powerful,2022-02-15 10:55:09,5837,,,,,,
magdalo poll fb live sen trillanes minute ago lbm november 59 february 1 53 vp leni november 16 february 1up 22 thats detail provided hope magdalo group release full detail medium,2022-02-15 02:15:08,342,,,,,,
remember ka leody said many killed marcos duterte arroyo thousand killed marcos gmas oplan bantay laya oplan kapanatagan dutertes drug war long executioner state kill armed struggle disappear,2022-02-15 13:28:59,421,,,,,,
show get thing done know shes shes hope country leni robredo president benedicto bencab cabrera national artist visual art baguio resident,2022-02-15 11:58:17,517,,,,,,
cant believe heard bobong marcos suggested unity approach west philippine sea issue twisted saying unity via ping pong ping pong pota,2022-02-15 12:41:54,2923,,,,,,
sponsor print partner broadcast company owner promarcos bbm attend size home court advantage still coward,2022-02-15 11:23:07,1262,,,,,,
leni pacquiao wont survive round 1 question prof carlos,2022-02-15 12:04:58,1506,,,,,,
never forget due pressure ferdinand marcos sr crony negro famine many filipino died due hunger repeat time marcos sr many died due hunger read,2022-02-15 13:00:30,322,,,,,,
leni indirectly promoting bbm every forum cant resist talking aspect family history even appearance obsessively im surprised didnt wind psychostalker,2022-02-15 17:28:04,622,,,,,,
congressman candidate sandro marcos know meaning abbreviation dh leni lola degree holder lawyer doesnt know difference nerve vein many island philippine run president real camper,2022-02-15 01:14:17,197,,,,,,
bbm shuts leody oneliner armed resistance law,2022-02-15 13:29:25,492,,,,,,
leni robredo pop girl era number 1 itunes number 7 spotify viral 50 philippine,2022-02-15 07:56:15,1992,,,,,,
hey didnt pay people amoranto reviewed debate leody,2022-02-15 07:07:41,463,,,,,,
father im lenis said good may ask see lenikiko family good company thats want heartwarming see u family let u keep way let see love,2022-02-15 22:49:44,1174,,,,,,
walden say leody sweep bbm worker v thief leodys distance intellectual capability weighed enough,2022-02-15 12:39:35,889,,,,,,
tax expert mon abrea say comelec first division clarify decision disqualification case filed bongbong marcos tax issue since might affect morale taxpayer read,2022-02-15 16:09:40,421,,,,,,
fact rank npa rebel group swelled greatly marcos era thats abusive leadership everything ka leody said rebellion correct,2022-02-15 13:35:48,694,,,,,,
bongbong marcos walking keyboard smash,2022-02-15 14:07:53,255,,,,,,
ka leody point regional fisherman agreement never work unless submit china ambit three candidate obviously disciple imperialism much worse disciple china,2022-02-15 12:46:01,298,,,,,,
national artist ben cab visual art alice reyes dance ramon santos ryan cayabyab music virgilio almario also known rio alma literature endorse vp leni robredo president,2022-02-15 02:33:21,239,,,,,,
youre interested knowing timeline stint wharton elected vice governor ilocos norte may read,2022-02-15 13:27:58,365,,,,,,
fact check claim bongbong marcos economist primer candidate attending smni presidential debate call presidential candidate ferdinand bongbong marcos jr politician economist rating false,2022-02-15 13:23:51,194,,,,,,
proud joy feel overwhelming cry even though flight still reached president thank lord welcome madame president home province capiz,2022-02-15 00:16:10,628,,,,,,
look presidential candidate leni robredo running mate kiko pangilinan begin campaign roxas city capiz tuesday morning feb15 roxas city leni fb page,2022-02-15 02:11:10,1262,,,,,,
since beginning ka leodys campaign said although huge threat marcoses prevail goal stop making workercandidate pawn platform filipino resonate w secondary need soundbites,2022-02-15 15:17:46,315,,,,,,
de la salle brother expressed support team vp leni robredo sen kiko pangilinan citing tandem clear agenda help filipino especially affected covid19 pandemic read,2022-02-15 08:00:57,213,,,,,,
marcoletas ad said get rid sport system photo showed next duts even raised hand,2022-02-15 11:38:23,360,,,,,,
leni said difficult time bbm show difficult question,2022-02-15 23:37:31,770,,,,,,
look 800 aklanons gather hour presidential aspirant leni robredo arrives aklan catholic college annex gym,2022-02-15 07:05:31,201,,,,,,
thank compliment visit maam real hero yesterday beloved senior brother sister lgbtq community support vp leni robredo cant leave anything let,2022-02-15 08:45:47,503,,,,,,
easy love someone dont agree many u experienced severe rejection relative friend leni robredo taught u radical love thats challenge tomorrow,2022-02-15 13:06:14,267,,,,,,
thought starting group paconians 4 leni picked julie first since october thinking starting anyone interested joining initiative first reflect within nobility obliges via voting vp leni,2022-02-15 15:08:30,273,,,,,,
lion fang cholo leni art markus taduran pink lion art puffy gator disclaimer graphic artist artwork mine,2022-02-15 17:54:46,1048,,,,,,
excuse state marcos jr level ka leody thats absurd comparison marcos jr level sandro marcos said,2022-02-15 08:56:05,1089,,,,,,
vp leni address description bobo tanga lutang answer simple limited mandate given u improved work vp leni economist lawyer tell supporter fight disinformation radical love,2022-02-15 10:32:07,327,,,,,,
really change mind catholic church using influence council laity expressed support vp leni flow strong support vp leni begin,2022-02-15 11:58:00,995,,,,,,
thats true group called cagayan leni evidence cristine antonio mayor alkala cagayan,2022-02-15 07:23:38,295,,,,,,
lenis speech different aklan bolder tearful even told stupid stupid lazy know done job well,2022-02-15 10:22:31,208,,,,,,
number 1 itunes philippine campaign jingle first time history congrats team leni,2022-02-15 08:24:53,204,,,,,,
makabayan chapter capiz mobilized campaign rally vp leni sen kiko senatorials roxas city morning together,2022-02-15 06:32:08,1827,,,,,,
leody setting pace agriculture issue marcos say emulate father failed agricultural setup without explicitly naming father marcos jr obviously failson,2022-02-15 12:59:28,663,,,,,,
since child image campaigning runner throwing tshirts towel hat really strange lenikiko one throw thing sticko mural etc,2022-02-15 07:24:15,199,,,,,,
asked one lady guard place who wearing red mask shes voting bbm celebrate valentine day proceeded talk leni turned pink gladly listened,2022-02-15 06:17:35,270,,,,,,
let woman legendary awardwinning artist cher shared support woman fighting justice twitter user explained word leni trending reference presidential candidate vice president leni robredo,2022-02-16 08:29:17,30934,,,,,,
watch presidential candidate bongbong marcos arrives campaign rally paoay ilocos norte via daniel manalastas,2022-02-16 14:30:49,285,,,,,,
look national artist visual art benedicto cabrera also known bencab show presidential candidate vp leni robredo special sabel painting robredo describes lighter basking rosy glow he among national artist backing robredo,2022-02-16 13:20:25,4800,,,,,,
let win,2022-02-16 01:38:44,1032,,,,,,
policeman taking lenikiko tarpaulin inside volunteer headquarters santiago city isabela north korea longer allowed express support isabela bbmsara country giant marcosduterte tarpaulin untouchable,2022-02-16 06:37:37,7214,,,,,,
